target_class,project_id,bug_id
com.fasterxml.jackson.core.base.ParserMinimalBase,JacksonCore,24
com.fasterxml.jackson.core.util.DefaultPrettyPrinter,JacksonCore,23
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,22
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,21
com.fasterxml.jackson.core.JsonGenerator,JacksonCore,20
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,JacksonCore,19
com.fasterxml.jackson.core.json.UTF8StreamJsonParser,JacksonCore,19
com.fasterxml.jackson.core.base.GeneratorBase,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,17
com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,JacksonDatabind,112
com.fasterxml.jackson.databind.deser.CreatorProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.FieldProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.MethodProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.SetterlessProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers,JacksonDatabind,110
com.fasterxml.jackson.databind.ser.std.NumberSerializer,JacksonDatabind,109
com.fasterxml.jackson.databind.ser.std.NumberSerializers,JacksonDatabind,109
com.fasterxml.jackson.databind.ObjectReader,JacksonDatabind,108
com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,JacksonDatabind,107
com.fasterxml.jackson.databind.node.TreeTraversingParser,JacksonDatabind,106
com.fasterxml.jackson.databind.deser.std.JdkDeserializers,JacksonDatabind,105
com.fasterxml.jackson.databind.util.StdDateFormat,JacksonDatabind,104
com.fasterxml.jackson.databind.DatabindContext,JacksonDatabind,103
com.fasterxml.jackson.databind.DeserializationContext,JacksonDatabind,103
com.fasterxml.jackson.databind.JsonMappingException,JacksonDatabind,103
com.fasterxml.jackson.databind.SerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.DeserializerCache,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableAnyProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableBeanProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdValueInstantiator,JacksonDatabind,103
com.fasterxml.jackson.databind.introspect.BasicBeanDescription,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.DefaultSerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.PropertyBuilder,JacksonDatabind,103
com.fasterxml.jackson.databind.util.ClassUtil,JacksonDatabind,103
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator,JacksonXml,6
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,5
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,4
org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker,Mockito,20
org.mockito.internal.verification.VerificationOverTimeImpl,Mockito,5
org.mockito.Matchers,Mockito,6
org.mockito.internal.util.reflection.GenericMetadataSupport,Mockito,7
org.joda.time.field.UnsupportedDurationField,Time,1
org.joda.time.Partial,Time,1
org.joda.time.field.UnsupportedDurationField,Time,2
org.joda.time.format.DateTimeFormatter,Time,7
org.joda.time.DateTimeZone,Time,8
org.joda.time.DateTimeZone,Time,9
org.joda.time.base.BaseSingleFieldPeriod,Time,10
